"MMID","New_name","Keywords","Author","Institution","Dataset_Available","Subject_name","Short_Title","Subject_name.x","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Ariopsis dasycephalus","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Ariopsis guatemalensis","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Ariopsis kessleri","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Ariopsis seemani","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Bagre panamensis","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Bagre pinnimaculatus","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Galeichthys peruvianus","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Notarius planiceps","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Sciades platypogon","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
7,"Volumen de la Produccion de Ariopsis dasycephalus en Guerrero 2013","Produccion;  Pesca;  Bagre; Guerrero","CONAPESCA","CONAPESCA",1,"Sciades seemanni","Volumen de la Produccion de Bagre en Guerrero 2013","Bagre","Pacific","Central Pacific","Guerrero",2013,2013,12,"Weight","Month","State","(Guerrero) Volumen de la produccion pesquera mensual en peso vivo; segun principales especies; 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
43,"Historic Catch for Baja California","BC; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Baja California","Multiple Especies","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
44,"Historic Catch for Baja California Sur","BCS; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Baja California Sur","Multiple Especies","Pacific","G. Of California","Baja California Sur",2004,2013,10,"Weight","Year","State","Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,26.0444,-112
47,"Historic Catch for Colima","Colima; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Colima","Multiple Especies","Pacific","Central Pacific","Colima",2004,2013,10,"Weight","Year","State","Colima: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,19.1223,-109.0072
48,"Historic Catch for Chiapas","Chiapas; Captura","CONAPESCA","CONAPESCA",1,"Chiapas","Historic Catch for Chiapas","Chiapas","Pacific","South Pacific","Chiapas",2004,2013,10,"Weight","Year","State","Chiapas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,14.2,-93.1292
52,"Historic Catch for Guerrero","Guerrero; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Guerrero","Multiple Especies","Pacific","Central Pacific","Guerrero",2004,2013,10,"Weight","Year","State","Guerrero: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,15.4392,-104.5451
54,"Historic Catch for Jalisco","Jalisco; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Jalisco","Multiple Especies","Pacific","Central Pacific","Jalisco",2004,2013,10,"Weight","Year","State","Jalisco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,NA,NA
56,"Historic Catch for Michoacan","Michoacan; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Michoacan","Multiple Especies","Pacific","Central Pacific","Michoacan",2004,2013,10,"Weight","Year","State","Michoacan: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,NA,NA
58,"Historic Catch for nayarit","nayarit; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for nayarit","Multiple Especies","Pacific","Central Pacific","Nayarit",2004,2013,10,"Weight","Year","State","nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,21.7514,-110.8455
60,"Historic Catch for Oaxaca","Oaxaca; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Oaxaca","Multiple Especies","Pacific","South Pacific","Oaxaca",2004,2013,10,"Weight","Year","State","Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,NA,NA
65,"Historic Catch for Sinaloa","Sinaloa; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Sinaloa","Multiple Especies","Pacific","G. Of California","Sinaloa",2004,2013,10,"Weight","Year","State","Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,25.1721,-110.4795
66,"Historic Catch for Sonora","Sonora; Captura","CONAPESCA","CONAPESCA",1,"Multiple Especies","Historic Catch for Sonora","Multiple Especies","Pacific","G. Of California","Sonora",2004,2013,10,"Weight","Year","State","Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,29.2972,-113.3309
73,"Historic Catch of Abulon for Baja California Sur","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis fulgens","Historic Catch of Abulon for Baja California Sur","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
73,"Historic Catch of Abulon for Baja California Sur","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis corrugata","Historic Catch of Abulon for Baja California Sur","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
73,"Historic Catch of Abulon for Baja California Sur","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis cracherodii","Historic Catch of Abulon for Baja California Sur","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
73,"Historic Catch of Abulon for Baja California Sur","Abulon; Captura; BCS","CONAPESCA","CONAPESCA",1,"Haliotis sorenseni","Historic Catch of Abulon for Baja California Sur","Abulon","Pacific","G. Of California","Baja California",2004,2013,10,"Weight","Year","State","Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas)","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV_F","Fisheries","Benefits",NA,NA,30.8406,-116
